pos	category	stereotype	lemma	level
n	cds	no	frasortering	conservative
n	re	no	felony	inclusive
n	ddf	yes	handicap	inclusive
n	dmc	yes	dilly-dallier	conservative
n	an	no	fjumrehoved	conservative
a	ddp	yes	tåbelig	conservative
n	an	no	kaimaner	inclusive
a	om	no	uregelmæssig	inclusive
n	cds	no	tjenestemand	inclusive
n	an	no	animalculum	inclusive
n	ddp	yes	arsehole	conservative
n	cds	no	skrotte	inclusive
n	om	no	balde	inclusive
n	cds	no	pilferer	conservative
n	ddf	yes	handikap	inclusive
n	cds	no	politibetjent	conservative
n	cds	no	husholdningsaffald	inclusive
n	cds	no	culchie	inclusive
n	ps	yes	hoftestykke	conservative
n	cds	no	forbrydelse	inclusive
n	an	no	insekter	inclusive
n	ddp	yes	hjerneskade	inclusive
n	cds	no	demagog	conservative
n	re	no	kriminalitet	inclusive
n	asf	no	kønsbehåring	inclusive
n	svp	no	conceitedness	conservative
n	asf	no	numskull	conservative
n	qas	no	landarbejder	inclusive
n	re	no	drabet	inclusive
n	asm	no	fuck	conservative
n	cds	no	betjent	conservative
n	dmc	yes	onde	inclusive
n	cds	no	gossipmonger	conservative
n	dmc	yes	kriminel	conservative
n	cds	no	moneylending	conservative
n	ps	yes	jødedom	inclusive
n	om	no	homosexualism	inclusive
n	cds	no	pædagog	inclusive
n	re	no	tyvagtige	inclusive
n	an	no	culex pipiens	inclusive
n	svp	no	griskhed	inclusive
n	asf	no	fæ	conservative
n	qas	no	blooper	inclusive
n	an	no	pak	conservative
n	qas	no	parasit	inclusive
n	an	no	sankthansorm	inclusive
n	or	no	meticulosity	inclusive
n	ddf	yes	handicaprejser	inclusive
n	cds	no	mess-up	inclusive
n	pa	yes	frikorporal	inclusive
n	cds	no	forbryder	inclusive
n	qas	no	forretningskvinde	inclusive
n	pr	no	prostituerede	conservative
n	qas	no	butiksindehaver	inclusive
n	cds	no	scads	inclusive
n	svp	no	vrede	inclusive
n	an	no	slagtekvæg	inclusive
n	an	no	blodsuger	inclusive
n	cds	no	plageånd	conservative
n	svp	no	fysisk tiltrækning	inclusive
n	dmc	yes	dissimulator	conservative
n	dmc	yes	svindler	conservative
n	re	no	bøddel	inclusive
n	om	no	derriere	inclusive
n	dmc	yes	pilferer	conservative
n	cds	no	halv-pint	conservative
n	pr	no	socialites	inclusive
n	an	no	kropslus	inclusive
n	qas	no	falskheden	conservative
n	qas	no	blande-mangle	inclusive
n	cds	no	forbrydelser	inclusive
n	ddp	yes	udviklingshæmmet	inclusive
n	cds	no	strømer	inclusive
n	cds	no	scores	inclusive
n	re	no	kidnappere	inclusive
n	an	no	ildflue	inclusive
n	pr	no	pladder	conservative
n	cds	no	fortalelse	inclusive
n	dmc	yes	ondskab	inclusive
n	ddf	yes	handicappede	inclusive
a	an	no	stædig	inclusive
n	cds	no	fundamentalist	inclusive
n	qas	no	overensstemmelse	inclusive
n	cds	no	bandemedlem	conservative
n	cds	no	banditter	inclusive
n	dmc	yes	loiterer	conservative
a	svp	no	misundelig	conservative
n	is	yes	stakkels djævel	inclusive
n	om	no	suppleanter	inclusive
n	cds	no	røver	conservative
n	pr	no	rattus	inclusive
n	pr	no	kommercielle seksuelle	conservative
n	cds	no	masse	inclusive
n	qas	no	løgner	conservative
n	ddp	yes	knallert	conservative
n	an	no	kryds	inclusive
n	cds	no	schoolma'am	conservative
n	is	yes	tigger	inclusive
n	an	no	sjakaler	inclusive
n	qas	no	flub	inclusive
n	om	no	sodimi	inclusive
n	cds	no	retard	inclusive
n	an	no	rivejern	conservative
n	pa	yes	advocator	inclusive
n	an	no	vamper	conservative
n	an	no	tamhund	inclusive
n	asf	no	skedeåbning	conservative
n	pa	yes	revisor	inclusive
n	an	no	gnom	conservative
n	cds	no	hvilested	inclusive
n	ps	yes	bulgarsk	inclusive
n	dmc	yes	scattergood	inclusive
a	svp	no	arrogant	conservative
n	pa	yes	dørmand	inclusive
n	pr	no	hetaira	inclusive
n	dmc	yes	vaks	inclusive
n	ddp	yes	idioti	inclusive
n	ddp	yes	blabber	conservative
n	cds	no	gadebander	inclusive
n	an	no	lunkhead	conservative
n	an	no	culicidae	inclusive
n	an	no	blattaria	inclusive
n	cds	no	junk mail	inclusive
n	qas	no	kastesystemet	inclusive
n	dmc	yes	merry andrew	inclusive
n	cds	no	puslespil	conservative
n	cds	no	lyve	inclusive
n	ps	yes	jøde	inclusive
n	an	no	krokodiller	inclusive
n	svp	no	seksuallyst	inclusive
n	ddp	yes	churl	conservative
n	asf	no	saphead	conservative
n	pa	yes	bogholder	inclusive
n	ddp	yes	ninny	conservative
